Date,Building,Stream,Substream,Volume,Weight,Notes
9/16/16,Malley,Landfill,Plastic 1-7,1.0,8.7,"drink bottles, shampoo bottles"
9/16/16,Malley,Landfill,terracycle,0.1,1.0,energy bar wrappers
9/16/16,Malley,Landfill,metal,0.1,1.7,
9/16/16,Malley,Landfill,E-/Universal Waste,0.1,3.5,
9/16/16,Malley,Landfill,paperboard rolls,0.33,1.7,
9/16/16,Malley,Landfill,glass,0.1,2.9,glass bottle
9/16/16,Malley,Landfill,Other Landfill,1.25,7.2,
9/16/16,Malley,Landfill,aseptic containers,0.1,1.4,coconut water
9/16/16,Malley,Recycling,paper,1.0,36.5,Magazines
9/16/16,Malley,Recycling,Plastic 1-7,1.0,7.9,"Water bottle, vitamin water"
9/16/16,Malley,Recycling,cardboard,2.0,31.4,boxes
9/16/16,Malley,Recycling,terracycle,0.2,1.5,lotion
9/16/16,Malley,Recycling,reusables,0.17,9.1,"hangers, flipflops"
9/16/16,Malley,Recycling,Misc. Meal Waste,0.13,1.4,bread
9/16/16,Malley,Recycling,paper towels,0.75,7.5,
9/16/16,Malley,Recycling,Compostable Food Containers,0.75,4.3,to go containers
9/16/16,Malley,Recycling,Plastic Film,1.0,7.0,bags
9/16/16,Malley,Recycling,Plastic 1-7,0.75,5.1,"bottles, plastic trays "
9/16/16,Malley,Recycling,glass,0.08,2.1,kombucha
9/16/16,Malley,Recycling,Other Landfill,0.33,11.7,"coffee cups, gloves"
9/16/16,Malley,Recycling,paperboard rolls,0.04,0.1,
9/16/16,Malley,Recycling,aseptic containers,0.04,1.2,
9/16/16,Malley,Recycling,metal,0.33,4.1,"cans, tinfoil "
9/16/16,Malley,Recycling,paper,0.5,14.0,
9/1/15,Malley,Landfill,Misc. Meal Waste,0.1,3.3,"banana peels, whole apple, crackers"
9/1/15,Malley,Landfill,paper towels,0.75,3.3,
9/1/15,Malley,Landfill,Compostable Food Containers,0.67,3.8,"paper plates, to go containers/bags/packaging"
9/1/15,Malley,Landfill,Other Landfill,0.8,9.7,"lint, chip/snack bags, to go cups"
9/1/15,Malley,Landfill,Plastic 1-7,0.5,4.4,"water botles, external to go cups/containers, plastic utensils"
9/1/15,Malley,Landfill,metal,0.13,0.5,aluminum foil
9/1/15,Malley,Landfill,paper,0.25,1.8,"magazines, paperboard, paper"
9/1/15,Malley,Landfill,aseptic containers,0.1,0.6,protein shakes
9/1/15,Malley,Landfill,reusables,0.1,4.8,"purell-unused, condiments, pencils"
9/1/15,Malley,Landfill,Plastic Film,0.5,3.3,"liners-clear, ziplocks, bar wrappers"
9/1/15,Malley,Landfill,cardboard,0.13,1.0,corrugated cardboard
9/1/15,Malley,Landfill,terracycle,0.1,1.1,power bar wrappers
9/1/15,Malley,Landfill,Const/Demo Waste,0.1,8.2,sand???
9/1/15,Malley,Landfill,E-/Universal Waste,0.1,2.5,wire
9/1/15,Malley,Recycling,Plastic 1-7,1.1,11.0,"water bottles,plastic starbucks"
9/1/15,Malley,Recycling,cardboard,1.0,2.3,
9/1/15,Malley,Recycling,cardboard,1.0,10.1,
9/1/15,Malley,Recycling,cardboard,1.1,13.9,
9/1/15,Malley,Recycling,Misc. Meal Waste,0.1,1.4,banana peels
9/1/15,Malley,Recycling,paper towels,0.67,3.7,
9/1/15,Malley,Recycling,Compostable Food Containers,0.25,1.9,food wrappers
9/1/15,Malley,Recycling,Plastic 1-7,1.0,9.5,"water bottles, starbucks, 80-100 oz of wasted water in bottles"
9/1/15,Malley,Recycling,metal,0.33,1.6,"redbull cans, Arizona tea cans, chipotle container, aluminum foil"
9/1/15,Malley,Recycling,Other Landfill,0.33,2.5,"food packaging, to go cups, plastic gloves"
9/1/15,Malley,Recycling,Plastic Film,1.0,11.5,"recycle bags, trash liners"
9/1/15,Malley,Recycling,paper,0.75,28.4,"invoices, magazines"
9/1/15,Malley,Recycling,reusables,0.13,5.3,"cleaning bottles, lanyards"
9/1/15,Malley,Recycling,paperboard rolls,0.1,2.3,3 paper towel rolls with paper still on them
9/1/15,Malley,Recycling,terracycle,0.1,1.3,protein bars
9/1/15,Malley,Recycling,glass,0.1,1.7,"lemonade bottle, iced coffee bottle "
9/1/15,Malley,Recycling,aseptic containers,0.13,1.5,coconut water
9/1/15,Malley,Compost,Misc. Meal Waste,0.1,1.8,coffee grounds
9/1/15,Malley,Compost,paper towels,0.9,11.1,good!
9/1/15,Malley,Compost,Compostable Food Containers,0.5,2.2,"compost liners, soiled food containers"
9/1/15,Malley,Compost,Other Landfill,0.1,0.4,plastic wrappers
9/1/15,Malley,Compost,paperboard rolls,0.1,0.7,2 paper towels rolls (empty)
9/1/15,Malley,Compost,Plastic 1-7,0.2,1.5,"yogurt conatiner, plastic to go, peanut butter jars"
9/1/15,Malley,Compost,Plastic Film,0.1,0.01,3 pieces
9/1/15,Malley,Compost,reusables,0.1,0.01,1 spoon
9/1/15,Malley,Compost,paper,0.1,0.5,4 pieces
9/1/15,Malley,Compost,terracycle,0.1,1.2,3 wrappers
9/1/15,Malley,Compost,aseptic containers,0.1,0.6,apple juice
9/1/15,Malley,Compost,glass,0.1,1.9,2 glass bottles
9/1/15,Malley,Compost,cardboard,0.1,0.8,1 piece of cardboard
5/8/19,Learning Commons,Landfill,Terracycle,,0.8,
5/8/19,Learning Commons,Landfill,Glass,,0.1,
5/8/19,Learning Commons,Landfill,Paper,,3.1,
5/8/19,Learning Commons,Landfill,Compostable Food Containers,,3.1,
5/8/19,Learning Commons,Landfill,Compostable Dining Waste (non-edible),,3.2,
5/8/19,Learning Commons,Landfill,Food Waste (edible),,6.4,
5/8/19,Learning Commons,Landfill,Non-SCU Coffee Cups,,0.5,
5/8/19,Learning Commons,Landfill,Paper Towels,,3.5,
5/8/19,Learning Commons,Landfill,SCU Coffee Cups,,4.9,
5/8/19,Learning Commons,Landfill,Styrofoam,,0.1,
5/8/19,Learning Commons,Landfill,Aseptic Containers,,0.5,
5/8/19,Learning Commons,Landfill,Plastic 1-7,,2.7,
5/8/19,Learning Commons,Landfill,Cardboard,,0.8,
5/8/19,Learning Commons,Landfill,Plastic Film,,2.1,
5/8/19,Learning Commons,Landfill,Metal,,0.2,
5/8/19,Learning Commons,Landfill,E-/Universal Waste,,0.5,
5/8/19,Learning Commons,Landfill,Other Landfill,,10.3,
5/8/19,Learning Commons,Recycling,Plastic 1-7,,11.1,
5/8/19,Learning Commons,Recycling,Paper Towels,,0.5,
5/8/19,Learning Commons,Recycling,Const/Demo Waste,,4.2,
5/8/19,Learning Commons,Recycling,Plastic 1-7,,1.9,
5/8/19,Learning Commons,Recycling,Metal,,1.6,
5/8/19,Learning Commons,Recycling,Compostable Food Containers,,4.4,
5/8/19,Learning Commons,Recycling,Plastic Film,,1.0,
5/8/19,Learning Commons,Recycling,Glass,,3.1,
5/8/19,Learning Commons,Recycling,SCU Coffee Cups,,5.7,
5/8/19,Learning Commons,Recycling,Non-SCU Coffee Cups,,0.9,
5/8/19,Learning Commons,Recycling,Paper,,10.9,
5/8/19,Learning Commons,Recycling,Cardboard,,3.3,
5/8/19,Learning Commons,Recycling,Other Landfill,,3.3,
5/8/19,Learning Commons,Recycling,Compostable Dining Waste (non-edible),,0.6,
5/8/19,Learning Commons,Recycling,Food Waste (edible),,1.7,
5/8/19,Learning Commons,Recycling,Terracycle,,0.5,
1/21/20,Vari Hall and Lucas Hall,Landfill,Food Waste (edible),0.3,50.2,Mix of food
1/21/20,Vari Hall and Lucas Hall,Landfill,Misc. Meal Waste,0.25,14.8,"Peels, a plant"
1/21/20,Vari Hall and Lucas Hall,Landfill,SCU Coffee Cups,0.75,5.4,
1/21/20,Vari Hall and Lucas Hall,Landfill,Compostable Dining Waste (non-edible),1.5,21.0,"Plates, Benson containers"
1/21/20,Vari Hall and Lucas Hall,Landfill,Paper Towels,1.0,14.6,
1/21/20,Vari Hall and Lucas Hall,Landfill,Aseptic Containers,0.1,0.6,Milk container
1/21/20,Vari Hall and Lucas Hall,Landfill,Terracycle,0.1,0.2,Energy bar wrappers
1/21/20,Vari Hall and Lucas Hall,Landfill,Const/Demo Waste,0.1,3.1,
1/21/20,Vari Hall and Lucas Hall,Landfill,Reusables,0.3,8.9,Resuable water bottles
1/21/20,Vari Hall and Lucas Hall,Landfill,Plastic 1-7,1.0,6.4,Food packaging
1/21/20,Vari Hall and Lucas Hall,Landfill,Cardboard,0.5,0.9,Food packaging
1/21/20,Vari Hall and Lucas Hall,Landfill,E-/Universal Waste,0.05,0.2,Batteries
1/21/20,Vari Hall and Lucas Hall,Landfill,Metal,0.5,1.4,"Tin foil, cans"
1/21/20,Vari Hall and Lucas Hall,Landfill,Plastic Film,0.1,0.1,Grocery bags
1/21/20,Vari Hall and Lucas Hall,Landfill,Paper,0.5,4.6,School paper
1/21/20,Vari Hall and Lucas Hall,Landfill,Glass,0.1,0.3,Bottles
1/21/20,Vari Hall and Lucas Hall,Landfill,Styrofoam,0.1,0.2,
1/21/20,Vari Hall and Lucas Hall,Landfill,Non-SCU Coffee Cups,0.75,4.8,Starbucks
1/21/20,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,11.9,Food packaging
1/21/20,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,14.7,Food packaging
1/21/20,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,13.2,Food packaging
3/14/23,Swig,Landfill,Aseptic/Tetra-Pak,0.0,0.0,1 tetrapak
3/14/23,Swig,Landfill,BPI Certified Compostable To-Go Ware,0.7,7.6,benson to go ware
3/14/23,Swig,Landfill,Cardboard,1.0,7.2,boxes
3/14/23,Swig,Landfill,Cardboard,0.3,3.1,boxes
3/14/23,Swig,Landfill,Electronic & Universal Waste,0.0,0.0,"2 vapes, 1 breaker"
3/14/23,Swig,Landfill,Film Plastic,0.5,2.4,plastic bags
3/14/23,Swig,Landfill,Food/Organic Waste,0.5,30.7,produce
3/14/23,Swig,Landfill,Glass,0.3,21.3,wine bottles
3/14/23,Swig,Landfill,Metal & Aluminum,0.5,3.4,beer cans
3/14/23,Swig,Landfill,Misc. Landfill,1.0,9.2,food soiled non compostable containers
3/14/23,Swig,Landfill,Misc. Landfill,1.0,35.1,chip bags
3/14/23,Swig,Landfill,Misc. Landfill,0.5,5.9,gloves
3/14/23,Swig,Landfill,Napkins/Paper Towels,0.3,7.1,paper towels
3/14/23,Swig,Landfill,Paper,1.0,2.1,paper bags
3/14/23,Swig,Landfill,Paper,0.5,3.7,paper bags
3/14/23,Swig,Landfill,Paperboard,1.0,6.8,food packaging
3/14/23,Swig,Landfill,Plastics #1-7,1.0,7.9,water bottles
3/14/23,Swig,Landfill,Plastics #1-7,1.0,6.4,plastic bottles; plastic food containers
3/14/23,Swig,Landfill,Plastics #1-7,1.0,4.9,bottles
3/14/23,Swig,Landfill,Reusables,0.25,4.9,clothing
3/14/23,Swig,Landfill,Styrofoam,0.0,0.0,5 pieces of styrofoam
3/14/23,Swig,Landfill,Terracycle,0.0,0.0,1 britta filter
